@timestamp,Duration,Billed Duration,Memory Size,Max Memory Used,Init Duration
2024-04-28 14:29:44.421,30.89,31,128,81,
2024-04-28 14:29:44.414,18.09,19,128,81,
2024-04-28 14:29:44.401,2.16,3,128,81,
2024-04-28 14:29:44.383,16.22,17,128,81,
2024-04-28 14:29:44.381,2.16,3,128,81,
2024-04-28 14:29:44.376,12.43,13,128,81,
2024-04-28 14:29:44.366,2.14,3,128,81,
2024-04-28 14:29:44.361,2.86,3,128,81,
2024-04-28 14:29:44.355,15.50,16,128,81,
2024-04-28 14:29:44.342,14.53,15,128,81,
2024-04-28 14:29:44.340,2.17,3,128,81,
2024-04-28 14:29:44.335,14.89,15,128,81,
2024-04-28 14:29:44.321,15.55,16,128,81,
2024-04-28 14:29:44.320,10.82,11,128,81,
2024-04-28 14:29:44.314,4.37,5,128,81,
2024-04-28 14:29:44.314,2.21,3,128,81,
2024-04-28 14:29:44.301,6.52,7,128,81,
2024-04-28 14:29:44.299,20.53,21,128,81,
2024-04-28 14:29:44.281,11.32,12,128,81,
2024-04-28 14:29:44.276,2.35,3,128,81,
2024-04-28 14:29:44.269,2.15,3,128,81,
2024-04-28 14:29:44.261,20.37,21,128,81,
2024-04-28 14:29:44.261,2.19,3,128,81,
2024-04-28 14:29:44.256,13.65,14,128,81,
2024-04-28 14:29:44.250,2.31,3,128,81,
2024-04-28 14:29:44.249,2.02,3,128,81,
2024-04-28 14:29:44.248,20.16,21,128,81,
2024-04-28 14:29:44.236,13.12,14,128,81,
2024-04-28 14:29:44.228,13.53,14,128,81,
2024-04-28 14:29:44.223,13.39,14,128,81,
2024-04-28 14:29:44.215,15.36,16,128,81,
2024-04-28 14:29:44.212,2.21,3,128,81,
2024-04-28 14:29:44.209,2.15,3,128,81,
2024-04-28 14:29:44.203,14.65,15,128,81,
2024-04-28 14:29:44.201,2.40,3,128,81,
2024-04-28 14:29:44.189,2.08,3,128,81,
2024-04-28 14:29:44.182,13.56,14,128,81,
2024-04-28 14:29:44.169,2.11,3,128,81,
2024-04-28 14:29:44.168,16.98,17,128,81,
2024-04-28 14:29:44.163,16.09,17,128,81,
2024-04-28 14:29:44.157,2.65,3,128,81,
2024-04-28 14:29:44.149,2.18,3,128,81,
2024-04-28 14:29:44.142,2.09,3,128,81,
2024-04-28 14:29:44.141,15.64,16,128,81,
2024-04-28 14:29:44.132,2.18,3,128,81,
2024-04-28 14:29:44.131,2.28,3,128,81,
2024-04-28 14:29:44.130,2.35,3,128,81,
2024-04-28 14:29:44.121,12.37,13,128,81,
2024-04-28 14:29:44.107,12.19,13,128,81,
2024-04-28 14:29:44.101,11.41,12,128,81,
2024-04-28 14:29:44.100,2.18,3,128,81,
2024-04-28 14:29:44.076,2.06,3,128,81,
2024-04-28 14:29:39.003,2.34,3,128,81,
2024-04-28 14:29:38.983,2.69,3,128,81,
2024-04-28 14:29:38.963,2.69,3,128,81,
2024-04-28 14:29:38.943,2.16,3,128,81,
2024-04-28 14:29:38.938,2.11,3,128,81,
2024-04-28 14:29:38.907,11.80,12,128,81,
2024-04-28 14:29:38.902,2.19,3,128,81,
2024-04-28 14:29:38.842,11.07,12,128,81,
2024-04-28 14:29:38.842,2.06,3,128,81,
2024-04-28 14:29:38.809,2.07,3,128,81,
2024-04-28 14:29:38.807,9.06,10,128,81,
2024-04-28 14:29:38.807,11.84,12,128,81,
2024-04-28 14:29:38.781,2.12,3,128,81,
2024-04-28 14:29:38.757,2.19,3,128,81,
2024-04-28 14:29:38.707,7.55,8,128,81,
2024-04-28 14:29:38.703,2.13,3,128,81,
2024-04-28 14:29:38.687,20.27,21,128,81,
2024-04-28 14:29:38.657,2.18,3,128,81,
2024-04-28 14:29:38.651,2.20,3,128,81,
2024-04-28 14:29:38.632,2.12,3,128,81,
2024-04-28 14:29:38.610,2.08,3,128,81,
2024-04-28 14:29:38.568,3.80,4,128,81,
2024-04-28 14:29:38.547,2.31,3,128,81,
2024-04-28 14:29:38.547,14.76,15,128,81,
2024-04-28 14:29:38.512,2.31,3,128,81,
2024-04-28 14:29:38.483,2.25,3,128,81,
2024-04-28 14:29:38.479,2.36,3,128,81,
2024-04-28 14:29:38.477,2.11,3,128,81,
2024-04-28 14:29:38.447,14.23,15,128,81,
2024-04-28 14:29:38.427,18.67,19,128,81,
2024-04-28 14:29:38.409,2.26,3,128,81,
2024-04-28 14:29:38.381,2.18,3,128,81,
2024-04-28 14:29:38.341,8.67,9,128,81,
2024-04-28 14:29:38.321,4.97,5,128,81,
2024-04-28 14:29:38.320,2.27,3,128,81,
2024-04-28 14:29:38.301,11.18,12,128,81,
2024-04-28 14:29:38.287,2.54,3,128,81,
2024-04-28 14:29:38.248,19.18,20,128,81,
2024-04-28 14:29:38.235,2.02,3,128,81,
2024-04-28 14:29:38.187,13.74,14,128,81,
2024-04-28 14:29:38.175,1.98,2,128,81,
2024-04-28 14:29:38.149,2.23,3,128,81,
2024-04-28 14:29:38.140,2.16,3,128,81,
2024-04-28 14:29:38.129,12.88,13,128,81,
2024-04-28 14:29:38.110,2.50,3,128,81,
2024-04-28 14:29:38.103,2.14,3,128,81,
2024-04-28 14:29:38.095,2.31,3,128,81,
2024-04-28 14:29:38.091,2.17,3,128,81,
2024-04-28 14:29:38.046,2.17,3,128,81,
2024-04-28 14:29:38.021,32.75,33,128,81,
2024-04-28 14:29:37.982,2.13,3,128,81,
2024-04-28 14:29:37.943,2.19,3,128,81,
2024-04-28 14:29:37.923,2.15,3,128,81,
2024-04-28 14:29:37.909,2.12,3,128,81,
2024-04-28 14:29:37.881,8.63,9,128,81,
2024-04-28 14:29:37.845,2.08,3,128,81,
2024-04-28 14:29:37.830,2.12,3,128,81,
2024-04-28 14:29:37.827,14.43,15,128,81,
2024-04-28 14:29:37.807,2.24,3,128,81,
2024-04-28 14:29:37.745,2.18,3,128,81,
2024-04-28 14:29:37.742,2.33,3,128,81,
2024-04-28 14:29:37.721,18.60,19,128,81,
2024-04-28 14:29:37.714,2.10,3,128,81,
2024-04-28 14:29:37.710,2.07,3,128,81,
2024-04-28 14:29:37.653,2.23,3,128,81,
2024-04-28 14:29:37.651,2.07,3,128,81,
2024-04-28 14:29:37.609,8.10,9,128,81,
2024-04-28 14:29:37.591,2.10,3,128,81,
2024-04-28 14:29:37.567,3.98,4,128,81,
2024-04-28 14:29:37.563,3.65,4,128,81,
2024-04-28 14:29:37.542,2.13,3,128,81,
2024-04-28 14:29:37.523,12.79,13,128,81,
2024-04-28 14:29:37.502,12.47,13,128,81,
2024-04-28 14:29:37.481,4.08,5,128,81,
2024-04-28 14:29:37.450,2.32,3,128,81,
2024-04-28 14:29:37.427,2.12,3,128,81,
2024-04-28 14:29:37.406,2.16,3,128,81,
2024-04-28 14:29:37.405,2.31,3,128,81,
2024-04-28 14:29:37.403,2.16,3,128,81,
