@timestamp,Duration,Billed Duration,Memory Size,Max Memory Used,Init Duration
2024-05-31 19:03:02.347,4916.94,4917,512,114,
2024-05-31 19:03:01.399,2508.83,2509,512,113,
2024-05-31 19:03:00.763,2603.26,2604,512,104,
2024-05-31 19:03:00.745,2926.62,2927,512,113,
2024-05-31 19:03:00.206,1272.91,1273,512,113,
2024-05-31 19:03:00.205,1103.69,1104,512,115,
2024-05-31 19:02:59.982,849.15,850,512,114,
2024-05-31 19:02:59.919,2165.55,2166,512,109,
2024-05-31 19:02:59.682,1185.70,1186,512,114,
2024-05-31 19:02:59.678,453.38,454,512,114,
2024-05-31 19:02:59.632,853.79,854,512,114,
2024-05-31 19:02:59.606,532.18,533,512,114,
2024-05-31 19:02:59.512,452.30,453,512,115,
2024-05-31 19:02:59.503,508.92,509,512,114,
2024-05-31 19:02:59.457,608.56,609,512,113,
2024-05-31 19:02:59.449,210.76,211,512,115,
2024-05-31 19:02:59.444,180.49,181,512,115,
2024-05-31 19:02:59.393,204.97,205,512,105,
2024-05-31 19:02:59.374,126.13,127,512,114,
2024-05-31 19:02:59.358,598.41,599,512,115,
2024-05-31 19:02:59.319,443.71,444,512,115,
2024-05-31 19:02:59.315,101.81,102,512,116,
2024-05-31 19:02:59.308,84.59,85,512,115,
2024-05-31 19:02:59.304,187.98,188,512,114,
2024-05-31 19:02:59.295,82.80,83,512,115,
2024-05-31 19:02:59.292,454.84,455,512,116,
2024-05-31 19:02:59.292,472.19,473,512,115,
2024-05-31 19:02:59.288,183.24,184,512,114,
2024-05-31 19:02:59.279,182.04,183,512,116,
2024-05-31 19:02:59.272,204.30,205,512,115,
2024-05-31 19:02:59.255,185.98,186,512,115,
2024-05-31 19:02:59.249,87.54,88,512,115,
2024-05-31 19:02:59.249,77.58,78,512,115,
2024-05-31 19:02:59.246,963.00,964,512,113,
2024-05-31 19:02:59.240,462.29,463,512,114,
2024-05-31 19:02:59.238,947.54,948,512,113,
2024-05-31 19:02:59.236,196.94,197,512,114,
2024-05-31 19:02:59.234,84.12,85,512,104,
2024-05-31 19:02:59.231,91.07,92,512,115,
2024-05-31 19:02:59.224,87.46,88,512,116,
2024-05-31 19:02:59.217,690.73,691,512,115,
2024-05-31 19:02:59.213,181.42,182,512,114,
2024-05-31 19:02:59.194,104.53,105,512,116,
2024-05-31 19:02:59.180,88.02,89,512,104,
2024-05-31 19:02:59.172,103.15,104,512,115,
2024-05-31 19:02:59.158,449.68,450,512,115,
2024-05-31 19:02:59.152,590.32,591,512,115,
2024-05-31 19:02:59.144,229.63,230,512,104,
2024-05-31 19:02:59.134,450.44,451,512,115,
2024-05-31 19:02:59.129,172.07,173,512,116,
2024-05-31 19:02:59.106,94.38,95,512,114,
2024-05-31 19:02:59.100,181.54,182,512,114,
2024-05-31 19:02:59.093,445.28,446,512,116,
2024-05-31 19:02:59.089,198.40,199,512,115,
2024-05-31 19:02:59.086,88.02,89,512,104,
2024-05-31 19:02:59.077,227.21,228,512,116,
2024-05-31 19:02:59.076,79.14,80,512,114,
2024-05-31 19:02:59.066,94.50,95,512,114,
2024-05-31 19:02:59.063,198.50,199,512,115,
2024-05-31 19:02:59.060,120.80,121,512,115,
2024-05-31 19:02:59.059,96.61,97,512,115,
2024-05-31 19:02:59.054,98.33,99,512,115,
2024-05-31 19:02:59.028,212.72,213,512,114,
2024-05-31 19:02:59.026,455.52,456,512,114,
2024-05-31 19:02:58.998,83.34,84,512,114,
2024-05-31 19:02:58.994,233.31,234,512,104,
2024-05-31 19:02:58.992,84.57,85,512,114,
2024-05-31 19:02:58.991,162.22,163,512,114,
2024-05-31 19:02:58.945,189.40,190,512,115,
2024-05-31 19:02:58.943,481.23,482,512,116,
2024-05-31 19:02:58.937,193.19,194,512,115,
2024-05-31 19:02:58.930,490.79,491,512,113,
2024-05-31 19:02:58.928,81.38,82,512,115,
2024-05-31 19:02:58.924,75.67,76,512,114,
2024-05-31 19:02:58.903,83.46,84,512,104,
2024-05-31 19:02:58.893,196.23,197,512,114,
2024-05-31 19:02:58.873,86.75,87,512,113,
2024-05-31 19:02:58.871,88.22,89,512,115,
2024-05-31 19:02:58.867,735.71,736,512,115,
2024-05-31 19:02:58.859,548.86,549,512,115,
2024-05-31 19:02:58.844,492.79,493,512,112,
2024-05-31 19:02:58.835,178.61,179,512,115,
2024-05-31 19:02:58.834,82.32,83,512,114,
2024-05-31 19:02:58.828,101.29,102,512,116,
2024-05-31 19:02:58.826,484.37,485,512,116,
2024-05-31 19:02:58.803,104.15,105,512,114,
2024-05-31 19:02:58.785,176.84,177,512,115,
2024-05-31 19:02:58.782,88.71,89,512,104,
2024-05-31 19:02:58.774,79.80,80,512,114,
2024-05-31 19:02:58.764,175.01,176,512,113,
2024-05-31 19:02:58.750,89.23,90,512,115,
2024-05-31 19:02:58.735,81.45,82,512,115,
2024-05-31 19:02:58.698,92.05,93,512,116,
2024-05-31 19:02:58.698,64.06,65,512,115,
2024-05-31 19:02:58.687,174.26,175,512,114,
2024-05-31 19:02:58.679,87.50,88,512,115,
2024-05-31 19:02:58.637,92.15,93,512,116,
2024-05-31 19:02:58.635,82.99,83,512,115,
2024-05-31 19:02:58.633,180.52,181,512,115,
2024-05-31 19:02:58.611,90.56,91,512,115,
2024-05-31 19:02:58.604,475.29,476,512,115,
2024-05-31 19:02:58.582,84.34,85,512,113,
2024-05-31 19:02:58.569,84.38,85,512,115,
2024-05-31 19:02:58.560,479.97,480,512,116,
2024-05-31 19:02:58.559,529.02,530,512,114,
2024-05-31 19:02:58.555,83.74,84,512,113,
2024-05-31 19:02:58.532,178.65,179,512,116,
2024-05-31 19:02:58.525,469.38,470,512,115,
2024-05-31 19:02:58.515,754.40,755,512,114,
2024-05-31 19:02:58.506,80.88,81,512,114,
2024-05-31 19:02:58.475,424.15,425,512,115,
2024-05-31 19:02:58.474,484.80,485,512,114,
2024-05-31 19:02:58.437,181.89,182,512,115,
2024-05-31 19:02:58.419,496.03,497,512,114,
2024-05-31 19:02:58.396,846.24,847,512,113,
2024-05-31 19:02:58.384,78.88,79,512,116,
2024-05-31 19:02:58.381,72.46,73,512,113,
2024-05-31 19:02:58.369,651.28,652,512,113,
2024-05-31 19:02:58.368,101.07,102,512,115,
2024-05-31 19:02:58.345,545.29,546,512,112,
2024-05-31 19:02:58.339,187.01,188,512,116,
2024-05-31 19:02:58.330,498.20,499,512,116,
2024-05-31 19:02:58.303,785.74,786,512,105,
2024-05-31 19:02:58.294,470.47,471,512,116,
2024-05-31 19:02:58.285,82.30,83,512,113,
2024-05-31 19:02:58.272,504.11,505,512,113,
2024-05-31 19:02:58.269,636.13,637,512,113,
2024-05-31 19:02:58.256,463.08,464,512,115,
2024-05-31 19:02:58.241,517.65,518,512,115,
2024-05-31 19:02:58.186,622.82,623,512,113,
2024-05-31 19:02:58.160,555.43,556,512,115,
2024-05-31 19:02:58.155,184.17,185,512,104,
2024-05-31 19:02:58.137,467.46,468,512,116,
2024-05-31 19:02:58.133,99.79,100,512,104,
2024-05-31 19:02:58.125,483.41,484,512,114,
2024-05-31 19:02:58.122,170.00,170,512,115,
2024-05-31 19:02:58.120,547.06,548,512,114,
2024-05-31 19:02:58.120,542.94,543,512,114,
2024-05-31 19:02:58.102,89.36,90,512,114,
2024-05-31 19:02:58.093,182.78,183,512,115,
2024-05-31 19:02:58.086,91.84,92,512,104,
2024-05-31 19:02:58.085,202.07,203,512,115,
2024-05-31 19:02:58.076,94.99,95,512,113,
2024-05-31 19:02:58.068,178.06,179,512,116,
2024-05-31 19:02:58.065,80.69,81,512,114,
2024-05-31 19:02:58.053,480.11,481,512,114,
2024-05-31 19:02:58.037,521.44,522,512,115,
2024-05-31 19:02:58.029,96.29,97,512,104,
2024-05-31 19:02:58.027,286.88,287,512,115,
2024-05-31 19:02:58.008,476.03,477,512,113,
2024-05-31 19:02:58.003,191.43,192,512,109,
2024-05-31 19:02:58.000,205.38,206,512,114,
2024-05-31 19:02:57.970,89.77,90,512,113,
2024-05-31 19:02:57.970,191.09,192,512,114,
2024-05-31 19:02:57.968,95.56,96,512,114,
2024-05-31 19:02:57.965,236.57,237,512,104,
2024-05-31 19:02:57.957,130.03,131,512,104,
2024-05-31 19:02:57.934,75.21,76,512,115,
2024-05-31 19:02:57.927,213.93,214,512,104,
2024-05-31 19:02:57.907,201.58,202,512,113,
2024-05-31 19:02:57.903,67.09,68,512,115,
2024-05-31 19:02:57.883,456.06,457,512,116,
2024-05-31 19:02:57.846,192.09,193,512,115,
2024-05-31 19:02:57.845,476.83,477,512,113,
2024-05-31 19:02:57.829,462.53,463,512,115,
2024-05-31 19:02:57.828,140.31,141,512,113,
2024-05-31 19:02:57.813,183.89,184,512,113,
2024-05-31 19:02:57.809,466.56,467,512,116,
2024-05-31 19:02:57.800,138.42,139,512,109,
2024-05-31 19:02:57.780,463.80,464,512,115,
2024-05-31 19:02:57.771,93.83,94,512,114,
2024-05-31 19:02:57.767,87.89,88,512,114,
2024-05-31 19:02:57.755,89.80,90,512,114,
2024-05-31 19:02:57.729,199.91,200,512,115,
2024-05-31 19:02:57.712,103.04,104,512,113,
2024-05-31 19:02:57.702,254.49,255,512,104,
2024-05-31 19:02:57.670,89.89,90,512,114,
2024-05-31 19:02:57.660,88.12,89,512,114,
2024-05-31 19:02:57.659,179.68,180,512,116,
2024-05-31 19:02:57.658,67.89,68,512,114,
2024-05-31 19:02:57.631,207.10,208,512,113,
2024-05-31 19:02:57.608,202.42,203,512,113,
2024-05-31 19:02:57.578,84.69,85,512,114,
2024-05-31 19:02:57.563,129.61,130,512,114,
2024-05-31 19:02:57.549,106.46,107,512,113,
2024-05-31 19:02:57.543,85.29,86,512,114,
2024-05-31 19:02:57.524,172.46,173,512,113,
2024-05-31 19:02:57.518,84.74,85,512,115,
2024-05-31 19:02:57.471,183.58,184,512,116,
2024-05-31 19:02:57.453,74.48,75,512,114,
2024-05-31 19:02:57.446,87.02,88,512,114,
2024-05-31 19:02:57.421,84.57,85,512,116,
2024-05-31 19:02:57.403,76.09,77,512,113,
2024-05-31 19:02:57.403,81.69,82,512,114,
