@timestamp,Duration,Billed Duration,Memory Size,Max Memory Used,Init Duration
2024-05-31 19:10:08.750,2.87,3,512,103,
2024-05-31 19:10:08.712,2.70,3,512,103,
2024-05-31 19:10:08.698,2.98,3,512,103,
2024-05-31 19:10:08.621,7.44,8,512,103,
2024-05-31 19:10:08.609,3.04,4,512,103,
2024-05-31 19:10:08.549,2.90,3,512,103,
2024-05-31 19:10:08.546,3.10,4,512,102,
2024-05-31 19:10:08.516,3.54,4,512,102,
2024-05-31 19:10:08.492,2.98,3,512,102,
2024-05-31 19:10:08.462,2.94,3,512,103,
2024-05-31 19:10:08.462,2.65,3,512,102,
2024-05-31 19:10:08.439,2.83,3,512,103,
2024-05-31 19:10:08.412,2.82,3,512,103,
2024-05-31 19:10:08.407,2.74,3,512,102,
2024-05-31 19:10:08.366,4.14,5,512,102,
2024-05-31 19:10:08.364,5.96,6,512,103,
2024-05-31 19:10:08.356,3.25,4,512,102,
2024-05-31 19:10:08.324,3.53,4,512,102,
2024-05-31 19:10:08.321,3.48,4,512,103,
2024-05-31 19:10:08.253,3.06,4,512,103,
2024-05-31 19:10:08.250,2.91,3,512,102,
2024-05-31 19:10:08.209,2.97,3,512,102,
2024-05-31 19:10:08.208,2.58,3,512,103,
2024-05-31 19:10:08.198,2.95,3,512,103,
2024-05-31 19:10:08.195,3.15,4,512,102,
2024-05-31 19:10:08.181,2.77,3,512,102,
2024-05-31 19:10:08.118,2.87,3,512,102,
2024-05-31 19:10:08.112,2.91,3,512,103,
2024-05-31 19:10:08.081,2.93,3,512,103,
2024-05-31 19:10:08.079,2.76,3,512,102,
2024-05-31 19:10:08.062,2.84,3,512,103,
2024-05-31 19:10:08.040,3.76,4,512,103,
2024-05-31 19:10:08.032,2.99,3,512,102,
2024-05-31 19:10:07.974,2.42,3,512,102,
2024-05-31 19:10:07.968,3.01,4,512,102,
2024-05-31 19:10:07.944,2.72,3,512,102,
2024-05-31 19:10:07.931,2.89,3,512,102,
2024-05-31 19:10:07.931,2.78,3,512,103,
2024-05-31 19:10:07.902,2.94,3,512,103,
2024-05-31 19:10:07.897,2.86,3,512,102,
2024-05-31 19:10:07.852,3.89,4,512,102,
2024-05-31 19:10:07.832,2.73,3,512,102,
2024-05-31 19:10:07.814,2.92,3,512,102,
2024-05-31 19:10:07.789,2.74,3,512,102,
2024-05-31 19:10:07.787,2.83,3,512,103,
2024-05-31 19:10:07.750,2.73,3,512,103,
2024-05-31 19:10:07.748,2.62,3,512,102,
2024-05-31 19:10:07.708,2.90,3,512,102,
2024-05-31 19:10:07.703,3.09,4,512,103,
2024-05-31 19:10:07.696,2.78,3,512,102,
2024-05-31 19:10:07.662,3.15,4,512,102,
2024-05-31 19:10:07.643,3.15,4,512,102,
2024-05-31 19:10:07.600,2.84,3,512,102,
2024-05-31 19:10:07.580,2.95,3,512,102,
2024-05-31 19:10:07.561,2.79,3,512,102,
2024-05-31 19:10:07.536,3.22,4,512,102,
2024-05-31 19:10:07.533,2.87,3,512,103,
2024-05-31 19:10:07.513,3.13,4,512,103,
2024-05-31 19:10:07.495,2.84,3,512,103,
2024-05-31 19:10:07.465,2.94,3,512,103,
2024-05-31 19:10:07.441,3.10,4,512,103,
2024-05-31 19:10:07.417,2.93,3,512,103,
2024-05-31 19:10:07.410,2.92,3,512,102,
2024-05-31 19:10:07.401,3.06,4,512,102,
2024-05-31 19:10:07.346,2.84,3,512,102,
2024-05-31 19:10:07.346,2.86,3,512,103,
2024-05-31 19:10:07.339,3.05,4,512,102,
2024-05-31 19:10:07.287,3.34,4,512,102,
2024-05-31 19:10:07.287,3.65,4,512,103,
2024-05-31 19:10:07.262,2.62,3,512,103,
2024-05-31 19:10:07.258,3.21,4,512,102,
2024-05-31 19:10:07.246,2.94,3,512,102,
2024-05-31 19:10:07.246,2.71,3,512,103,
2024-05-31 19:10:07.200,2.90,3,512,103,
2024-05-31 19:10:07.145,3.06,4,512,103,
2024-05-31 19:10:07.114,2.67,3,512,103,
2024-05-31 19:10:07.109,2.71,3,512,102,
2024-05-31 19:10:07.108,2.92,3,512,102,
2024-05-31 19:10:07.084,3.04,4,512,102,
2024-05-31 19:10:07.081,3.03,4,512,102,
2024-05-31 19:10:07.035,2.85,3,512,102,
2024-05-31 19:10:07.005,2.76,3,512,102,
2024-05-31 19:10:06.970,2.86,3,512,102,
2024-05-31 19:10:06.969,2.93,3,512,102,
2024-05-31 19:10:06.936,2.84,3,512,102,
2024-05-31 19:10:06.930,3.35,4,512,102,
2024-05-31 19:10:06.930,3.11,4,512,103,
2024-05-31 19:10:06.905,3.49,4,512,103,
2024-05-31 19:10:06.875,3.28,4,512,103,
2024-05-31 19:10:06.860,2.97,3,512,103,
2024-05-31 19:10:06.837,2.77,3,512,103,
2024-05-31 19:10:06.795,2.82,3,512,103,
2024-05-31 19:10:06.788,2.78,3,512,102,
